,ID,Neighborhood,District,Area,Population Density,Population,Multiplier,Latitude,Longitude,EV at P1,EV at P2,EV at P3,EV at P4,EV at P5,EV at P6
District:,,,,,,Toplam:,,,,Toplam:,Toplam:,Toplam:,Toplam:,Toplam:,Toplam:
,131,Kocamustafapaşa,Fatih,1.5,26385,21851,%5.16118,41.0039596,28.9302174,37,444,2317,5928,9288,11665
,132,Mevlanakapı,Fatih,0.98,24214,20470,%4.71797,41.013311,28.9237485,34,406,2118,5419,8490,10663
,149,Mollagürani,Fatih,,,18296,%4.21690,41.006381,28.9758715,30,363,1893,4843,7589,9531
,154,İskenderpaşa,Fatih,0.37,86603,16686,%3.84583,41.0153898,28.9502718,27,331,1727,4417,6921,8692
,155,Hasekisultan,Fatih,0.26,82208,11377,%2.62220,41.0092592,28.9451769,19,226,1177,3012,4719,5926
,177,Ali Kuşçu,Fatih,0.74,69528,11253,%2.59362,41.0206955,28.9484468,18,223,1164,2979,4667,5862
,189,Balat,Fatih,0.79,60285,13802,%3.18112,41.0320032,28.9482931,23,274,1428,3654,5725,7190
,198,Nişanca,Fatih,0.36,59767,6866,%1.58249,41.006884,28.960263,11,136,711,1818,2848,3577
,200,Karagümrük,Fatih,0.32,56468,11640,%2.68281,41.0268821,28.9373882,19,231,1205,3081,4828,6063
,224,Cibali,Fatih,1.3,32245,8057,%1.85700,41.0235835,28.9593551,13,160,834,2133,3342,4197
,232,Ayvansaray,Fatih,0.72,31476,17777,%4.09728,41.0381763,28.9425695,29,353,1840,4706,7373,9260
,264,Saraçishak,Fatih,0.73,26133,1700,%0.39182,41.0065606,28.963701,3,34,176,450,705,886
,296,Yedikule,Fatih,0.7,19063,17399,%4.01016,40.9943767,28.9245673,29,345,1800,4606,7217,9063
,321,Muhsinehatun,Fatih,0.97,10525,2576,%0.59372,41.0047281,28.9625315,4,51,267,682,1068,1342
,360,Eminsinan,Fatih,,,1225,%0.28234,41.0070824,28.9697509,2,24,127,324,508,638
,364,Katip Kasım,Fatih,1,24161,3069,%0.70735,41.0062654,28.9551397,5,61,318,812,1273,1599
,370,Topkapı,Fatih,1.4,23691,11429,%2.63418,41.0207107,28.9281683,19,227,1183,3026,4740,5954
,390,Şehsuvarbey,Fatih,1.4,23013,2557,%0.58934,41.0047129,28.9672109,4,51,265,677,1061,1332
,426,Mollahüsrev,Fatih,1.4,22699,1301,%0.29986,41.0156647,28.9588237,2,26,135,344,540,678
,462,Kalenderhane,Fatih,1.3,22695,1673,%0.38560,41.0142172,28.9587331,3,33,173,443,694,871
,477,Aksaray,Fatih,1.5,20983,11758,%2.71001,41.0083123,28.9502838,19,233,1217,3113,4877,6125
,509,Cerrahpaşa,Fatih,1.8,19792,9147,%2.10822,41.005246,28.9362529,15,181,947,2421,3794,4765
,516,Binbirdirek,Fatih,1.7,19764,1671,%0.38514,41.0070922,28.9721964,3,33,173,442,693,870
,526,Küçükayasofya,Fatih,1.2,19324,2594,%0.59787,41.0035865,28.9723346,4,51,268,687,1076,1351
,561,Mimar Hayrettin,Fatih,0.81,19249,888,%0.20467,41.0075488,28.9672073,1,18,92,235,368,463
,562,Hoca Giyasettin,Fatih,1.8,17671,697,%0.16065,41.019722,28.9616858,1,14,72,185,289,363
,620,Yavuzsinan,Fatih,0.83,17111,252,%0.05808,41.0202566,28.9625709,0,5,26,67,105,131
,634,Hacıkadın,Fatih,0.53,16921,414,%0.09542,41.0192279,28.9597045,1,8,43,110,172,216
,638,Sultanahmet,Fatih,0.54,15693,783,%0.18047,41.0041141,28.9769087,1,16,81,207,325,408
,646,Alemdar,Fatih,1.5,15157,488,%0.11248,41.0097793,28.976421,1,10,50,129,202,254
,648,Kemalpaşa,Fatih,0.78,14157,618,%0.14244,41.0116066,28.9554577,1,12,64,164,256,322
,671,Demirtaş,Fatih,0.96,14026,242,%0.05578,41.0176226,28.9661893,0,5,25,64,100,126
,675,Mimar Kemalettin,Fatih,0.66,12188,411,%0.09473,41.008744,28.9632751,1,8,43,109,170,214
,678,Mesihpaşa,Fatih,0.7,11217,206,%0.04748,41.0082394,28.9546142,0,4,21,55,85,107
,680,Tayahatun,Fatih,1.7,11012,131,%0.03019,41.0121022,28.9694435,0,3,14,35,54,68
,681,Süleymaniye,Fatih,1.7,10440,709,%0.16341,41.0150133,28.9655085,1,14,73,188,294,369
,687,Cankurtaran,Fatih,,,1909,%0.43999,41.0062855,28.9811439,3,38,198,505,792,994
,716,Balabanağa,Fatih,1.1,27928,146,%0.03365,41.0107246,28.9583162,0,3,15,39,61,76
,722,Hocapaşa,Fatih,1.1,26327,360,%0.08297,41.013878,28.9765078,1,7,37,95,149,188
,732,Beyazıt,Fatih,0.33,24808,114,%0.02627,41.009722,28.9665055,0,2,12,30,47,59
,740,Mollafenari,Fatih,1.8,23557,135,%0.03112,41.0093709,28.9706351,0,3,14,36,56,70
,753,Mercan,Fatih,1.4,22884,48.0,%0.01106,41.013183,28.9674617,0,1,5,13,20,25
,755,Tahtakale,Fatih,1.2,22695,24.0,%0.00553,41.0162853,28.9689108,0,0,2,6,10,13
,760,Sururi,Fatih,0.53,21723,30.0,%0.00691,41.0133247,28.9716378,0,1,3,8,12,16
,764,Hobyar,Fatih,2.6,18568,82.0,%0.01890,41.0154966,28.9744019,0,2,8,22,34,43
,785,Rüstempaşa,Fatih,1.1,17783,25.0,%0.00576,41.0168686,28.9706209,0,0,3,7,10,13
,799,Sarıdemir,Fatih,0.93,17458,14.0,%0.00323,41.0182733,28.9671737,0,0,1,4,6,7
Gaziosmanpaşa,,,,,,497959,,,,91,1638,12222,41869,78734,105770
,27,Şemsipaşa,Gaziosmanpaşa,0.77,15753,24409,%4.90181,41.0675597,28.9080246,4,80,599,2052,3859,5185
,43,Hürriyet,Gaziosmanpaşa,1.8,15196,28739,%5.77136,41.0668961,28.9002839,5,95,705,2416,4544,6104
,51,Karlıtepe,Gaziosmanpaşa,1.5,14612,19517,%3.91940,41.0587202,28.9279186,4,64,479,1641,3086,4146
,69,Barbaros Hayrettin Paşa,Gaziosmanpaşa,1.4,11172,50748,%10.19120,41.0741036,28.8903557,9,167,1246,4267,8024,10779
,73,Kâzım Karabekir,Gaziosmanpaşa,2.5,10531,47072,%9.45299,41.080295,28.9107197,9,155,1155,3958,7443,9998
,76,Karadeniz,Gaziosmanpaşa,1.4,10415,73225,%14.70503,41.0810179,28.8819895,13,241,1797,6157,11578,15553
,125,Bağlarbaşı,Gaziosmanpaşa,2.9,10342,28843,%5.79224,41.0631149,28.9143839,5,95,708,2425,4560,6126
,135,Pazariçi,Gaziosmanpaşa,1.9,6099,12622,%2.53475,41.0591205,28.9344768,2,42,310,1061,1996,2681
,141,Yenimahalle,Gaziosmanpaşa,4,4096,36751,%7.38033,41.0757441,28.9020537,7,121,902,3090,5811,7806
,143,Sarıgöl,Gaziosmanpaşa,,,25095,%5.03957,41.058849,28.9179346,5,83,616,2110,3968,5330
,166,Fevzi Çakmak,Gaziosmanpaşa,0.29,75102,22748,%4.56825,41.0716438,28.9048289,4,75,558,1913,3597,4832
,176,Yıldıztabya,Gaziosmanpaşa,0.19,72930,25602,%5.14139,41.0646555,28.931006,5,84,628,2153,4048,5438
,186,Merkez,Gaziosmanpaşa,0.52,63390,29266,%5.87719,41.0573173,28.9117986,5,96,718,2461,4627,6216
,239,Yenidoğan,Gaziosmanpaşa,0.37,61544,8878,%1.78288,41.058575,28.9235751,2,29,218,746,1404,1886
,252,Karayolları,Gaziosmanpaşa,0.38,57953,40628,%8.15890,41.0852087,28.8986424,7,134,997,3416,6424,8630
,274,Mevlana,Gaziosmanpaşa,0.34,51900,23816,%4.78272,41.0861254,28.9136478,4,78,585,2002,3766,5059
Güngören,,,,,,296967,,,,150,2507,17610,57323,104183,138003
,3,Mareşal Fevzi Çakmak,Güngören,0.74,49207,31630,%10.65102,41.0252832,28.8726498,16,267,1876,6105,11097,14699
,8,Akıncılar,Güngören,0.45,44854,21045,%7.08665,41.0160064,28.8710186,11,178,1248,4062,7383,9780
,23,Güneştepe,Güngören,0.19,44216,51759,%17.42921,41.0259668,28.8649183,26,437,3069,9991,18158,24053
,48,Merkez,Güngören,0.85,35434,47371,%15.95160,41.0243935,28.8719813,24,400,2809,9144,16619,22014
,50,Haznedar,Güngören,0.77,33089,21298,%7.17184,41.0104658,28.8707783,11,180,1263,4111,7472,9897
,62,Güven,Güngören,0.91,32900,18004,%6.06263,41.0116141,28.8733841,9,152,1068,3475,6316,8367
,204,Gençosman,Güngören,0.38,31272,40525,%13.64630,41.0284791,28.8776738,20,342,2403,7822,14217,18832
,211,Abdurrahman Nafiz Gürman,Güngören,1.1,30348,22696,%7.64260,41.0059977,28.8885447,11,192,1346,4381,7962,10547
,255,Tozkoparan,Güngören,0.59,21411,19086,%6.42698,41.014823,28.8966072,10,161,1132,3684,6696,8869
,351,Sanayi,Güngören,1.1,20330,13369,%4.50185,41.0191385,28.8808882,7,113,793,2581,4690,6213
,519,Mehmet Nezih Özmen,Güngören,2.1,14618,10184,%3.42934,41.0252832,28.8726498,5,86,604,1966,3573,4733
Kadıköy,,,,,,451453,,,,548,6014,28800,68973,104173,129402
,275,Feneryolu,Kadıköy,,,24488,%5.42426,40.9788502,29.0487327,30,326,1562,3741,5651,7019
,277,Kozyatağı,Kadıköy,0.58,57065,34164,%7.56757,40.9685129,29.0924226,41,455,2179,5220,7883,9793
,282,Erenköy,Kadıköy,0.26,53338,31098,%6.88842,40.9721783,29.0758899,38,414,1984,4751,7176,8914
,287,Sahrayıcedit,Kadıköy,1.1,48041,30833,%6.82973,40.9831733,29.0831882,37,411,1967,4711,7115,8838
,288,19 Mayıs,Kadıköy,1.4,47501,30310,%6.71388,40.977008,29.0894372,37,404,1934,4631,6994,8688
,317,Acıbadem,Kadıköy,0.32,45388,30549,%6.76682,41.0023323,29.0444009,37,407,1949,4667,7049,8756
,331,Göztepe,Kadıköy,0.67,44973,35260,%7.81034,40.9787185,29.0666827,43,470,2249,5387,8136,10107
,333,Merdivenköy,Kadıköy,0.46,42418,33166,%7.34650,40.9877529,29.0676991,40,442,2116,5067,7653,9507
,344,Caferağa,Kadıköy,1.9,38862,23977,%5.31107,40.9850403,29.0248102,29,319,1530,3663,5533,6873
,345,Hasanpaşa,Kadıköy,1.3,38556,15577,%3.45041,40.9967079,29.0440914,19,208,994,2380,3594,4465
,375,Bostancı,Kadıköy,0.72,34915,31450,%6.96640,40.9539279,29.0949153,38,419,2006,4805,7257,9015
,384,Rasimpaşa,Kadıköy,0.86,34678,14276,%3.16223,40.9970269,29.0265413,17,190,911,2181,3294,4092
,388,Fikirtepe,Kadıköy,0.98,33902,9025,%1.99910,40.9934919,29.0498836450406,11,120,576,1379,2083,2587
,409,Osmanağa,Kadıköy,1.6,26390,8466,%1.87528,40.9892604,29.0303888,10,113,540,1293,1954,2427
,416,Suadiye,Kadıköy,1.5,25136,22484,%4.98036,40.9605007,29.0844637,27,300,1434,3435,5188,6445
,435,Dumlupınar,Kadıköy,4.4,17716,10985,%2.43325,40.9929709,29.0597416,13,146,701,1678,2535,3149
,437,Eğitim,Kadıköy,0.84,14477,13438,%2.97661,40.9890334,29.0490887,16,179,857,2053,3101,3852
,474,Zühtüpaşa,Kadıköy,0.3,13817,8095,%1.79310,40.98771,29.0397924,10,108,516,1237,1868,2320
,501,Koşuyolu,Kadıköy,3.1,12355,7839,%1.73639,41.0069381,29.0350244,10,104,500,1198,1809,2247
,508,Caddebostan,Kadıköy,8.5,10949,18316,%4.05712,40.9670186,29.0629255,22,244,1168,2798,4226,5250
,520,Fenerbahçe,Kadıköy,1.5,7102,17657,%3.91115,40.9695548,29.0375465,21,235,1126,2698,4074,5061
Kağıthane,,,,,,442694,,,,105,1697,11526,36499,65151,85683
,16,Harmantepe,Kağıthane,,,22007,%4.97115,41.0817386,28.9911801,5,84,573,1814,3239,4259
,19,Gültepe,Kağıthane,1.2,51454,13810,%3.11954,41.0810024,28.9949074,3,53,360,1139,2032,2673
,36,Çeliktepe,Kağıthane,1,30234,32935,%7.43968,41.083673,28.9997851,8,126,857,2715,4847,6375
,44,Ortabayır,Kağıthane,1.6,25604,22994,%5.19411,41.0780937,29.0039886,5,88,599,1896,3384,4450
,54,Şirintepe,Kağıthane,3.2,25477,21823,%4.92959,41.0889065,28.9909795,5,84,568,1799,3212,4224
,81,Yahya Kemal,Kağıthane,1,24814,17746,%4.00864,41.0852399,28.987206,4,68,462,1463,2612,3435
,84,Telsizler,Kağıthane,0.81,23378,11774,%2.65962,41.0782105,28.9982061,3,45,307,971,1733,2279
,96,Sanayi,Kağıthane,1.3,22494,36381,%8.21809,41.0909671,28.9978422,9,139,947,3000,5354,7042
,126,Hürriyet,Kağıthane,0.77,21090,20219,%4.56726,41.0736915,28.9852962,5,77,526,1667,2976,3913
,128,Emniyet,Kağıthane,1,19626,8390,%1.89521,41.0864668,29.0040986,2,32,218,692,1235,1624
,182,Gürsel,Kağıthane,1.2,18059,30033,%6.78414,41.0709262,28.972669,7,115,782,2476,4420,5813
,197,Nurtepe,Kağıthane,1.3,17406,25628,%5.78910,41.074985,28.9618782,6,98,667,2113,3772,4960
,199,Çağlayan,Kağıthane,0.9,17119,30047,%6.78731,41.0746256,28.9799888,7,115,782,2477,4422,5816
,212,Yeşilce,Kağıthane,0.91,16868,11934,%2.69577,41.0956169,29.0006008,3,46,311,984,1756,2310
,216,Talatpaşa,Kağıthane,2.2,16245,33039,%7.46317,41.063141,28.9635226,8,127,860,2724,4862,6395
,307,Mehmet Akif Ersoy,Kağıthane,1.4,14180,12672,%2.86247,41.0593001,28.9564044,3,49,330,1045,1865,2453
,322,Seyrantepe,Kağıthane,2.3,5648,22545,%5.09268,41.0968122,28.9892146,5,86,587,1859,3318,4364
,427,Merkez,Kağıthane,10.2,2129,30404,%6.86795,41.079396,28.9692391,7,117,792,2507,4475,5885
,496,Hamidiye,Kağıthane,21.7,359,38313,%8.65451,41.0965753,28.9719887,9,147,998,3159,5639,7415
Kartal,,,,,,463433,,,,147,2327,15500,48286,85282,111695
,237,Atalar,Kartal,0.82,34207,31275,%6.74855,40.9023827,29.1731105,10,157,1046,3259,5755,7538
,253,Petrol-İş,Kartal,0.66,32334,28760,%6.20586,40.8965692,29.1797353,9,144,962,2997,5292,6932
,269,Yukarımahalle,Kartal,1.1,29704,8143,%1.75710,40.88858,29.1856536,3,41,272,848,1498,1963
,279,Uğur Mumcu,Kartal,0.48,29327,41544,%8.96440,40.9326933,29.2127458,13,209,1389,4329,7645,10013
,284,Karlıktepe,Kartal,1.2,26977,31049,%6.69978,40.8911521,29.1909073,10,156,1038,3235,5714,7483
,289,Gümüşpınar,Kartal,0.5,22678,26464,%5.71043,40.9180416,29.2052689,8,133,885,2757,4870,6378
,303,Yalı,Kartal,2.8,21185,11471,%2.47522,40.8919905,29.2205714,4,58,384,1195,2111,2765
,359,Hürriyet,Kartal,1.8,20138,47943,%10.34518,40.9026067,29.2306579,15,241,1603,4995,8823,11555
,372,Ortamahalle,Kartal,0.77,19817,18790,%4.05452,40.88858,29.1856536,6,94,628,1958,3458,4529
,376,Yakacık Yeni,Kartal,1.7,19812,16238,%3.50385,40.9204738,29.2246565,5,82,543,1692,2988,3914
,399,Cevizli,Kartal,1.4,19214,27267,%5.88370,40.9131929,29.1687352,9,137,912,2841,5018,6572
,407,Topselvi,Kartal,0.31,18846,12201,%2.63274,40.8939427,29.2153856,4,61,408,1271,2245,2941
,415,Soğanlık,Kartal,1.4,18004,26713,%5.76416,40.9132162,29.1924269,8,134,893,2783,4916,6438
,428,Cumhuriyet,Kartal,0.37,17103,21609,%4.66281,40.9077831,29.2213083,7,109,723,2251,3977,5208
,502,Yunus,Kartal,1.4,16946,15215,%3.28311,40.8908085,29.2127431,5,76,509,1585,2800,3667
,518,Esentepe,Kartal,1.9,16427,26844,%5.79242,40.9069182,29.1868775,9,135,898,2797,4940,6470
,521,Çavuşoğlu,Kartal,1.2,15917,14286,%3.08265,40.8910311,29.1968295,5,72,478,1488,2629,3443
,524,Orhantepe,Kartal,0.78,15880,29960,%6.46480,40.9061849,29.1614584,10,150,1002,3122,5513,7221
,592,Kordonboyu,Kartal,3.2,14944,11356,%2.45041,40.8884287,29.1896109,4,57,380,1183,2090,2737
,633,Yakacık Çarşı,Kartal,1.2,13613,16305,%3.51831,40.9184915,29.2257746,5,82,545,1699,3000,3930
Küçükçekmece,,,,,,770392,,,,179,2886,19643,62288,111283,146405
,58,Yeşilova,Küçükçekmece,1.2,12549,33002,%4.28379,40.9898801,28.7861851,8,124,841,2668,4767,6272
,74,Sultanmurat,Küçükçekmece,1.2,11236,13776,%1.78818,41.001718,28.785421,3,52,351,1114,1990,2618
,100,Mehmet Akif,Küçükçekmece,3.4,10802,53351,%6.92518,41.0531043,28.8058591,12,200,1360,4314,7707,10139
,104,Kanarya,Küçükçekmece,6.7,8697,67272,%8.73218,41.008684,28.7774562,16,252,1715,5439,9717,12784
,121,Kemalpaşa,Küçükçekmece,1.7,8430,14667,%1.90384,41.0008891,28.7959206,3,55,374,1186,2119,2787
,123,Gültepe,Küçükçekmece,1.5,7936,30092,%3.90606,40.9942991,28.7911487,7,113,767,2433,4347,5719
,137,Yenimahalle,Küçükçekmece,2.5,6308,19408,%2.51924,40.9926219,28.773674,4,73,495,1569,2803,3688
,156,İnönü,Küçükçekmece,1.3,6253,73048,%9.48193,41.0234463,28.7965109,17,274,1863,5906,10552,13882
,158,Cumhuriyet,Küçükçekmece,2.3,1296,51065,%6.62844,40.9967292,28.7712054,12,191,1302,4129,7376,9704
,183,Fevzi Çakmak,Küçükçekmece,13.6,251,25229,%3.27483,41.0044603,28.7894267,6,95,643,2040,3644,4795
,184,Cennet,Küçükçekmece,25.3,46.4,29995,%3.89347,40.9896625,28.7775673,7,112,765,2425,4333,5700
,190,Söğütlüçeşme,Küçükçekmece,31.1,40.0,33233,%4.31378,41.0209912,28.7868135,8,125,847,2687,4801,6316
,251,Atatürk,Küçükçekmece,12.3,20.9,42737,%5.54744,41.0504345,28.7973722,10,160,1090,3455,6173,8122
,266,Tevfikbey,Küçükçekmece,22.7,17.6,36848,%4.78302,41.0080103,28.7994582,9,138,940,2979,5323,7003
,373,Halkalı,Küçükçekmece,25.6,17.2,78180,%10.14808,41.0184293,28.7667075,18,293,1993,6321,11293,14857
,429,Kartaltepe,Küçükçekmece,,,12166,%1.57920,41.0018684,28.7996739,3,46,310,984,1757,2312
,440,Beşyol,Küçükçekmece,0.61,37620,4092,%0.53116,40.9940333,28.7975927,1,15,104,331,591,778
,471,İstasyon,Küçükçekmece,0.96,29817,37997,%4.93216,41.0282913,28.7720425,9,142,969,3072,5489,7221
,510,Atakent,Küçükçekmece,1,25475,93229,%12.10150,41.0553307,28.7819332,22,349,2377,7538,13467,17717
,576,Fatih,Küçükçekmece,0.77,25281,10544,%1.36865,40.9920419,28.76962,2,40,269,853,1523,2004
,692,Yarımburgaz,Küçükçekmece,0.85,21614,10461,%1.35788,41.0486117,28.7538529,2,39,267,846,1511,1988
Maltepe,,,,,,497586,,,,122,1829,11615,34794,59937,77760
,85,Fındıklı,Maltepe,1.2,17699,59271,%11.91171,40.9713562,29.1302616,15,218,1384,4145,7140,9263
,217,Altıntepe,Maltepe,1.1,17117,30375,%6.10447,40.951875,29.1016652,7,112,709,2124,3659,4747
,260,Bağlarbaşı,Maltepe,1.2,17012,41773,%8.39513,40.9233504,29.1336656,10,154,975,2921,5032,6528
,261,Zümrütevler,Maltepe,1.4,14230,82651,%16.61039,40.9363954,29.147589,20,304,1929,5779,9956,12916
,268,Küçükyalı,Maltepe,1.8,13249,25940,%5.21317,40.9489271,29.1219958,6,95,606,1814,3125,4054
,280,Feyzullah,Maltepe,1.7,12576,19052,%3.82889,40.9248017,29.1291275,5,70,445,1332,2295,2977
,293,Altayçeşme,Maltepe,1.4,11143,30255,%6.08036,40.9278843,29.131346,7,111,706,2116,3644,4728
,314,Girne,Maltepe,3.6,11036,16172,%3.25009,40.94118975,29.1378052286966,4,59,378,1131,1948,2527
,336,Çınar,Maltepe,2.9,9574,19848,%3.98886,40.9441446,29.1127963,5,73,463,1388,2391,3102
,367,Esenkent,Maltepe,3.9,8093,21745,%4.37010,40.9286404,29.16732,5,80,508,1521,2619,3398
,379,İdealtepe,Maltepe,6.2,3043,21982,%4.41773,40.9392248,29.1183959,5,81,513,1537,2648,3435
,382,Gülensu,Maltepe,2.4,2265,15441,%3.10318,40.9376784,29.1602109,4,57,360,1080,1860,2413
,389,Gülsuyu,Maltepe,25.6,67.4,15288,%3.07243,40.9277685,29.1577237,4,56,357,1069,1842,2389
,398,Cevizli,Maltepe,,,35382,%7.11073,40.9162851,29.1470405,9,130,826,2474,4262,5529
,433,Aydınevler,Maltepe,0.99,15943,20099,%4.03930,40.9490261,29.1281559,5,74,469,1405,2421,3141
,603,Yalı,Maltepe,0.76,15300,12893,%2.59111,40.9201889,29.1277394070895,3,47,301,902,1553,2015
,690,Başıbüyük,Maltepe,0.38,13779,21640,%4.34900,40.9585576,29.1485408,5,80,505,1513,2607,3382
,770,Büyükbakkalköy,Maltepe,0.32,12274,7779,%1.56335,40.970546,29.1986185,2,29,182,544,937,1216
Pendik,,,,,,698260,,,,33,518,3374,10327,18034,23517
,187,Orhangazi,Pendik,1.3,11530,28009,%4.01126,40.8660896,29.2894246,1,21,135,414,723,943
,203,Fatih,Pendik,0.62,11310,21209,%3.03741,40.8676856,29.2977107,1,16,102,314,548,714
,221,Esenler,Pendik,0.96,11284,31553,%4.51880,40.8851987,29.2726983,2,23,152,467,815,1063
,223,Esenyalı,Pendik,0.48,10554,14088,%2.01759,40.8624956,29.2950466,1,10,68,208,364,474
,245,Çamçeşme,Pendik,1.1,9800,31480,%4.50835,40.872231,29.2705129,2,23,152,466,813,1060
,290,Sapanbağları,Pendik,1.4,9185,11264,%1.61315,40.8855757,29.2216182,1,8,54,167,291,379
,312,Kavakpınar,Pendik,0.77,8763,60252,%8.62888,40.8811385,29.2868227,3,45,291,891,1556,2029
,326,Fevzi Çakmak,Pendik,1.2,7552,36918,%5.28714,40.8780711,29.263908,2,27,178,546,953,1243
,329,Yeni,Pendik,1.2,7482,15263,%2.18586,40.8832021,29.2309095,1,11,74,226,394,514
,330,Güzelyalı,Pendik,2.5,7230,33575,%4.80838,40.8605709,29.2821813,2,25,162,497,867,1131
,347,Ahmet Yesevi,Pendik,0.64,6989,26717,%3.82623,40.8683853,29.3087934,1,20,129,395,690,900
,357,Orta,Pendik,2.2,6926,5909,%0.84625,40.8903637,29.2419118,0,4,29,87,153,199
,368,Dumlupınar,Pendik,1.4,6607,25596,%3.66568,40.8920988,29.2483221,1,19,124,379,661,862
,385,Yeşilbağlar,Pendik,2.9,6171,6262,%0.89680,40.8929124,29.2256257,0,5,30,93,162,211
,387,Sülüntepe,Pendik,0.58,5939,23741,%3.40002,40.9130716,29.2779541,1,18,115,351,613,800
,396,Kurtköy,Pendik,0.99,5251,30775,%4.40738,40.9142051,29.3002734,1,23,149,455,795,1036
,403,Çınardere,Pendik,1.5,4171,18465,%2.64443,40.894557,29.2395687,1,14,89,273,477,622
,405,Bahçelievler,Pendik,4,3327,12417,%1.77828,40.8839106,29.2353786,1,9,60,184,321,418
,420,Kaynarca,Pendik,2.4,3314,48246,%6.90946,40.8752422,29.2552958,2,36,233,714,1246,1625
,443,Doğu,Pendik,0.76,3115,16043,%2.29757,40.8781658,29.2367481,1,12,78,237,414,540
,454,Şeyhli,Pendik,15.6,2264,16720,%2.39452,40.9069317,29.2844986,1,12,81,247,432,563
,466,Batı,Pendik,11.6,1623,15521,%2.22281,40.8771819,29.230314,1,12,75,230,401,523
,500,Güllübağlar,Pendik,6.1,1328,13852,%1.98379,40.896909,29.2743647,1,10,67,205,358,467
,513,Velibaba,Pendik,6.6,1241,36461,%5.22169,40.9044885,29.2543843,2,27,176,539,942,1228
,553,Yenişehir,Pendik,4.5,1192,57841,%8.28359,40.9312919,29.3043382,3,43,279,855,1494,1948
,555,Ertuğrulgazi,Pendik,3.5,964,14532,%2.08117,40.9161119,29.2580922,1,11,70,215,375,489
,564,Yayalar,Pendik,4.5,834,11782,%1.68734,40.9027998,29.267275,1,9,57,174,304,397
,587,Çamlık,Pendik,16.8,488,15987,%2.28955,40.928438,29.2834947,1,12,77,236,413,538
,588,Harmandere,Pendik,9.4,446,7925,%1.13496,40.9286057,29.3240794,0,6,38,117,205,267
,714,Ramazanoğlu,Pendik,12.7,360,2930,%0.41961,40.89662,29.2865221,0,2,14,43,76,99
,782,Sanayi,Pendik,10.9,120,3414,%0.48893,40.9055698,29.2991635,0,3,16,50,88,115
,845,Göçbeyli,Pendik,3.9,100,1172,%0.16785,40.969167,29.4585414,0,1,6,17,30,39
,855,Kurna,Pendik,10,33.3,1244,%0.17816,40.9556044,29.3352858,0,1,6,18,32,42
,900,Emirli,Pendik,,,256,%0.03666,40.9903172,29.3394622,0,0,1,4,7,9
,915,Ballıca,Pendik,0.64,28282,400,%0.05729,40.990429,29.4014388,0,0,2,6,10,13
,919,Kurtdoğmuş,Pendik,0.54,16653,441,%0.06316,41.0119123,29.3604996,0,0,2,7,11,15
Sancaktepe,,,,,,402391,,,,10,190,1452,5080,9692,13101
,167,İnönü,Sancaktepe,3.6,2073,22817,%5.67036,41.0112928,29.2122553,1,11,82,288,550,743
,219,Atatürk,Sancaktepe,13.7,1722,28687,%7.12914,41.0106272,29.2232789,1,14,103,362,691,934
,262,Meclis,Sancaktepe,8.5,1702,25603,%6.36272,41.0104122,29.2048777,1,12,92,323,617,834
,265,Kemal Türkler,Sancaktepe,24,1368,19404,%4.82218,41.0069937,29.2176514,0,9,70,245,467,632
,305,Safa,Sancaktepe,18.1,1048,18424,%4.57863,41.0086084,29.2456768,0,9,66,233,444,600
,343,Yenidoğan,Sancaktepe,15.4,333,20155,%5.00881,41.013189,29.2416963,1,10,73,254,485,656
,374,Sarıgazi,Sancaktepe,6.1,295,21755,%5.40643,41.0069576,29.2112136,1,10,78,275,524,708
,383,Merve,Sancaktepe,28.7,272,18226,%4.52943,41.006145,29.2405436,0,9,66,230,439,593
,386,Yunus Emre,Sancaktepe,12.7,246,20761,%5.15941,41.0181749,29.249504,1,10,75,262,500,676
,432,Veysel Karani,Sancaktepe,16.8,227,19545,%4.85722,40.9633154,29.2422828,1,9,71,247,471,636
,447,Emek,Sancaktepe,9.5,205,24340,%6.04884,41.0053334,29.1936719,1,11,88,307,586,792
,463,Akpınar,Sancaktepe,36,84.1,20949,%5.20613,40.9670161,29.2303824,1,10,76,264,505,682
,503,Mevlana,Sancaktepe,40,74.8,15823,%3.93225,41.0127344,29.2592977,0,7,57,200,381,515
,506,Osmangazi,Sancaktepe,17.9,72.3,40149,%9.97761,40.9865128,29.2359802,1,19,145,507,967,1307
,540,Fatih,Sancaktepe,20.7,71.8,27938,%6.94300,40.9576787,29.2143124,1,13,101,353,673,910
,559,Abdurrahmangazi,Sancaktepe,50.7,65.1,31716,%7.88189,40.9923179,29.2333854,1,15,114,400,764,1033
,662,Eyüpsultan,Sancaktepe,28,51.2,18918,%4.70140,40.9905196,29.2288624,0,9,68,239,456,616
,684,Hilal,Sancaktepe,22.8,50.8,5458,%1.35639,41.0223751,29.25177,0,3,20,69,131,178
,828,Paşaköy,Sancaktepe,38.4,39.8,1723,%0.42819,41.0178264,29.2782951,0,1,6,22,42,56
Sarıyer,,,,,,344876,,,,109,1506,8892,25098,41671,53349
,401,Fatih Sultan Mehmet,Sarıyer,33.3,30.4,15813,%4.58513,41.0957471,29.0354378,5,69,408,1151,1911,2446
,414,Pınar,Sarıyer,44.9,28.4,11628,%3.37165,41.1135256,29.0320167,4,51,300,846,1405,1799
